id,Time,acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,exercise
0,2021-06-21 16:49:03:79727,0.9974163265306122,-0.38749074489795915,-0.06470388265306122,263.9,29.4,46.55,두손
0,2021-06-21 16:49:03:81755,1.0145080612244897,-0.27102377551020407,-0.024904889795918365,258.16,19.95,48.93,두손
0,2021-06-21 16:49:03:83729,1.0945942857142856,-0.26662879591836736,0.09082958163265308,272.23,30.380001,47.11,두손
0,2021-06-21 16:49:03:85758,1.1114416326530612,-0.27639544897959184,0.14942934693877552,262.64,37.8,47.32,두손
0,2021-06-21 16:49:03:87781,0.9939980612244896,-0.24611888775510204,0.06519220918367347,220.99,27.51,59.71,두손
0,2021-06-21 16:49:03:89779,0.8929134693877551,-0.23049230612244898,0.14479019387755102,212.31,17.99,67.41,두손
0,2021-06-21 16:49:03:91758,0.9878938775510203,-0.3459826326530612,0.28298788775510203,232.68001,44.52,70.42,두손
0,2021-06-21 16:49:03:93791,0.8577536734693877,-0.3633183367346938,0.4241156122448979,218.19,42.77,79.59000400000001,두손
0,2021-06-21 16:49:03:9579,0.8147805102040816,-0.3371926530612244,0.38089829591836727,155.33,38.78,85.61,두손
0,2021-06-21 16:49:03:9776,0.6729203367346938,-0.26540797959183676,0.30642779591836733,98.49,20.44,80.08,두손
0,2021-06-21 16:49:03:99789,0.5225143673469387,-0.4158139795918367,0.40653569387755095,112.35,-10.01,76.93,두손
0,2021-06-21 16:49:04:01757,0.5305718367346939,-0.7139401020408164,0.551325887755102,149.94,-12.18,70.91,두손
0,2021-06-21 16:49:04:03764,0.6319004693877551,-0.6538754081632653,0.5559650204081632,206.43001,-5.39,82.25,두손
0,2021-06-21 16:49:04:05834,0.8250354081632653,-0.5261768367346938,0.5835557448979591,261.66,11.9,64.12,두손
0,2021-06-21 16:49:04:07732,0.5242234387755103,-0.38358411224489786,0.6228663979591835,280.84,40.25,59.43,두손
0,2021-06-21 16:49:04:0976,0.5359434693877551,-0.22951564285714282,0.5464425510204082,193.06,40.04,80.5,두손
0,2021-06-21 16:49:04:11779,0.5425359183673469,-0.369666693877551,0.5347226122448979,94.99,33.6,131.39,두손
0,2021-06-21 16:49:04:13754,0.5112827040816326,-0.5608483265306121,0.6157855612244898,84.63,47.18,127.47,두손
0,2021-06-21 16:49:04:15776,0.48637785714285714,-0.6065073469387755,0.7532507551020408,111.65,59.57,101.71,두손
0,2021-06-21 16:49:04:17741,0.4255805714285714,-0.4058031938775509,0.7058826224489796,144.97,44.45,80.57,두손
0,2021-06-21 16:49:04:20776,0.3716200204081633,-0.376015,0.580625775510204,170.8,60.55,83.37,두손
0,2021-06-21 16:49:04:21719,0.24831640816326528,-0.4180114591836734,0.6626653673469387,167.16,90.86,96.6,두손
0,2021-06-21 16:49:04:23745,0.11646697959183672,-0.17946169387755098,0.7703423979591835,168.84,123.83,120.26,두손
0,2021-06-21 16:49:04:25734,-0.06104139795918367,-0.1596842857142857,0.5952756734693877,161.7,182.07,147.7,두손
0,2021-06-21 16:49:04:27709,-0.3323093469387755,-0.2593038469387755,0.9502924489795918,97.44,217.77,182.42,두손
0,2021-06-21 16:49:04:29746,-0.1416160408163265,-0.5002952551020408,1.3270399999999998,82.95,222.32,183.47,두손
0,2021-06-21 16:49:04:31691,0.0966895663265306,-0.8770426530612244,1.414695306122449,47.670002000000004,171.57,128.59,두손
0,2021-06-21 16:49:04:33681,-0.0319856887755102,-0.394571581632653,1.007671326530612,-21.77,53.34,14.56,두손
0,2021-06-21 16:49:04:35766,-0.2182840102040816,0.44096300000000005,0.8543353061224489,-6.09,-53.62,-65.94,두손
0,2021-06-21 16:49:04:37683,-0.023439894897959182,-0.18873997959183672,1.0010789795918367,91.63,-66.5,-53.83,두손
0,2021-06-21 16:49:04:39722,0.04639145918367347,-0.12989607142857143,1.0706661224489795,153.02,-22.26,-41.09,두손
0,2021-06-21 16:49:04:41746,0.10963033673469388,0.41068645918367347,0.9156209183673469,7.98,33.88,-22.12,두손
0,2021-06-21 16:49:04:43716,0.07617965612244897,0.3354835,0.914155918367347,-59.36,26.74,-2.8700001,두손
0,2021-06-21 16:49:04:47873,-0.011475782653061223,0.09205041530612244,0.9871614285714285,-65.38,0.7,4.06,두손
0,2021-06-21 16:49:04:48259,-0.01831241836734694,0.10963033673469388,0.977883163265306,-55.79,-22.68,0.42000002,두손
0,2021-06-21 16:49:04:49671,-0.03296235408163265,0.16652092857142858,0.8899834693877551,-16.8,-21.56,-5.67,두손
0,2021-06-21 16:49:04:51578,0.03393901530612244,0.10352620408163266,0.9590824489795918,6.16,-5.39,-8.82,두손
0,2021-06-21 16:49:04:53655,0.044682299999999994,0.03833399489795918,0.9803247959183674,-17.29,-0.28,-16.59,두손
0,2021-06-21 16:49:04:55816,0.03882232653061224,-0.03393901530612244,0.9947306122448979,-47.32,-13.02,-28.42,두손
0,2021-06-21 16:49:04:58323,-0.030032367346938774,-0.10230537755102038,0.9854523469387756,-48.79,-37.94,-46.48,두손
0,2021-06-21 16:49:04:5975,0.01953324489795918,-0.1088978469387755,1.017926275510204,-47.81,-44.24,-58.1,두손
0,2021-06-21 16:49:04:61599,0.03174152653061224,-0.09986371428571428,1.1885979591836735,-60.83,-50.68,-71.75,두손
0,2021-06-21 16:49:04:63588,-0.06909886224489796,-0.17799671428571429,1.1365908163265304,-65.03,-58.38,-82.18,두손
0,2021-06-21 16:49:04:65664,-0.05640225102040816,-0.19826244897959183,1.0320879591836734,-54.39,-57.82,-88.13,두손
0,2021-06-21 16:49:04:67598,0.045903130612244894,-0.18996081632653058,1.1238940816326528,-49.49,-64.89,-85.89,두손
0,2021-06-21 16:49:04:69547,-0.07227301020408164,-0.26638464285714286,1.1981204081632653,-64.82,-79.31,-80.71,두손
0,2021-06-21 16:49:04:71605,-0.19801828571428573,-0.347691775510204,1.0181704081632652,-84.42,-93.8,-74.06,두손
0,2021-06-21 16:49:04:73547,0.025881551020408164,-0.23977061224489796,0.8479870408163265,-76.72,-110.53,-73.5,두손
0,2021-06-21 16:49:04:75653,0.27688379591836737,-0.15260348979591834,0.9290499999999999,-61.04,-108.15,-83.02,두손
0,2021-06-21 16:49:04:7763,0.04541479183673469,-0.218528193877551,0.9739765306122448,-63.420002000000004,-97.79,-72.66,두손
0,2021-06-21 16:49:04:79611,-0.03613650510204081,-0.32058941836734695,0.847498775510204,-68.67,-100.94,-60.69,두손
0,2021-06-21 16:49:04:8155,0.3044744693877551,-0.3015444693877551,0.6355630102040817,-54.81,-95.62,-80.92,두손
0,2021-06-21 16:49:04:83628,0.6226222448979593,-0.2651638163265306,0.728101775510204,-57.260002,-86.17,-101.01,두손
0,2021-06-21 16:49:04:85664,0.3906648979591837,-0.28420871428571426,0.7718073469387754,-60.06,-73.01,-92.26,두손
0,2021-06-21 16:49:04:87606,0.23366642857142858,-0.3022769795918367,0.7620407142857143,-53.48,-70.98,-75.88,두손
0,2021-06-21 16:49:04:89656,0.3237635510204081,-0.4053148469387755,0.6485037755102041,-40.670002000000004,-74.76,-56.84,두손
0,2021-06-21 16:49:04:91567,0.7954914693877551,-0.4336380612244897,0.6360513265306122,-28.07,-65.03,-93.87,두손
0,2021-06-21 16:49:04:93599,0.8076997142857142,-0.2448980612244898,0.6260405102040816,-44.52,-52.43,-86.38,두손
0,2021-06-21 16:49:04:95703,0.44609051020408164,-0.3306001836734694,0.5398501020408163,-30.87,-58.31,-62.09,두손
0,2021-06-21 16:49:04:97632,0.7342058775510203,-0.280302081632653,0.3716200204081633,-27.93,-66.15,-49.420002000000004,두손
0,2021-06-21 16:49:04:99625,0.9847196938775509,-0.2102265510204082,0.4311963979591837,-39.83,-44.45,-73.08,두손
0,2021-06-21 16:49:05:01956,0.7630173979591837,-0.11280449999999999,0.5628016326530612,-54.53,-28.0,-72.03,두손
0,2021-06-21 16:49:05:04048,0.6006472959183673,-0.07398216734693877,0.5381409183673469,-56.35,-25.06,-50.33,두손
0,2021-06-21 16:49:05:05892,0.6074839183673469,-0.22853897959183675,0.38749074489795915,-75.46,-45.43,-3.64,두손
0,2021-06-21 16:49:05:07745,0.7190676122448978,-0.24147975510204078,0.3093577857142857,-50.26,-68.53,23.73,두손
0,2021-06-21 16:49:05:09735,0.7842597959183674,-0.20412242857142854,0.4490205102040816,-38.85,-77.35,22.75,두손
0,2021-06-21 16:49:05:1184,0.8199079591836733,-0.31668278571428565,0.5703708163265305,-42.98,-89.11,40.74,두손
0,2021-06-21 16:49:05:13749,0.9671397959183672,-0.22194651020408157,0.439009693877551,-87.5,-88.62,56.56,두손
